file_name,mean,std,skew,kurtosis,variance
file_0001.csv,87.17977232740887,40.37111196263374,-0.018059570775350166,-0.3478140632109287,2440.0470803971575
file_0002.csv,87.9999785513919,41.50352820423654,-0.03493790366208031,-0.5408295414265528,2579.8386556206124
file_0003.csv,86.42803341954794,40.15680187846105,-0.025249692710661895,-0.48918501655072266,2411.2649632160533
file_0004.csv,82.16874228872014,40.73942143029132,-0.001372452948693771,-0.5900810103696404,2472.2595137582507
file_0005.csv,85.31200702702724,41.45669652925215,0.06577363580344078,-0.4378295342900545,2561.646244588458
file_0006.csv,85.2106436168753,41.136313963403424,0.08906012102645228,-0.4983215483744447,2525.54584107446
file_0007.csv,82.23399085526108,40.86357667628938,-0.0032539200540590008,-0.6147947961882831,2490.162957176857
file_0008.csv,82.47173217605548,41.106496767739145,0.052495804198658486,-0.4418626248368143,2521.788772210087
file_0009.csv,89.21194615023067,41.13185038232382,-0.026096531145697318,-0.5072394034443466,2525.9789209626074
file_0010.csv,83.16671152030034,40.150308083280315,0.06102862444079249,-0.40909274831998554,2401.808425867269
file_0011.csv,83.99188908850005,40.373164014484956,-0.08105034471734225,-0.5310873445857823,2429.883679129679
file_0012.csv,85.33299523412784,41.64118474491396,-0.025719603361277793,-0.4642952405902536,2587.523825271417
file_0013.csv,84.90389537538488,42.57612334895124,-0.14049650390372748,-0.6116319840672456,2705.5950677280384
file_0014.csv,85.8871657783863,39.51573937119837,-0.0464737044736046,-0.49701100124541486,2335.961591016816
file_0015.csv,84.97146956410045,41.50083542465649,0.04525692574770746,-0.5591412618456097,2578.5173582465973
file_0016.csv,85.73902007152317,42.02924632016227,0.09764774649298659,-0.5353604282918101,2638.3241994594046
file_0017.csv,83.02697783605942,41.424305181693086,0.03997660087828898,-0.5383509738534923,2557.423661757263
file_0018.csv,83.73149339568297,40.78935800165931,0.025387172305677035,-0.48166233957788573,2488.015946751791
file_0019.csv,85.47290946609185,38.90993588636516,-0.0588794827403262,-0.4214563273195905,2256.394262355244
file_0020.csv,83.22101063006912,42.81840552989121,0.04389678658693303,-0.5232536794600516,2742.5094386375667
file_0021.csv,84.2025734180597,40.11959223957545,-0.004921214476096025,-0.5494094655848577,2404.854191313735
file_0022.csv,86.19733066839144,41.00979451345966,0.17907168656742214,-0.5660140261074862,2519.6379868211548
file_0023.csv,84.89953367249583,41.64988423165627,-0.026466130144553335,-0.5721859643972633,2586.331976753854
file_0024.csv,85.01473710495347,42.946455087131895,-0.03230467728856557,-0.5688526082289047,2748.301276324414
file_0025.csv,87.92632134180859,40.70219510840737,-0.011591614008226616,-0.5006396875187722,2470.923354932189
file_0026.csv,87.5729218127538,42.412788725868246,-0.05199173446147858,-0.5645717322657686,2680.8178208900904
file_0027.csv,85.7194202575046,41.19541863886712,-0.037567911130335814,-0.5622857542402677,2540.495667576306
file_0028.csv,80.91665674230545,39.83692405807705,-0.03230966441519261,-0.6443201618355014,2370.1430643878875
file_0029.csv,85.8304725460982,41.11735621415589,-0.07333826425343369,-0.4515145176505038,2534.5466824881687
file_0030.csv,86.06592563280775,40.550496086950005,-0.05039321316859786,-0.4277477676150106,2463.157063517004
file_0031.csv,81.97169382665312,41.54188846112006,0.07834522478726955,-0.532918295728781,2575.2862976938723
file_0032.csv,84.2187696891088,40.40123384608447,0.022251648780688065,-0.4809317142447909,2440.5120009630136
